QueryId,Iteration,DocId,Relevance
Q01,1,C00022.txt,1
Q01,1,C00338.txt,1
Q01,1,C00817.txt,1
Q01,1,C00114.txt,1
Q01,1,L00068.txt,1
Q01,1,C00001.txt,1
Q01,1,C00038.txt,1
Q01,1,C00034.txt,1
Q01,1,C00580.txt,1
Q01,1,C00024.txt,1
Q02,1,L00431.txt,1
Q02,1,S00601.txt,1
Q02,1,D00778.txt,1
Q02,1,L00353.txt,1
Q02,1,C00063.txt,1
Q02,1,L00109.txt,1
Q02,1,S00099.txt,1
Q02,1,S00031.txt,1
Q02,1,S00415.txt,1
Q02,1,D00914.txt,1
Q03,1,D00515.txt,1
Q03,1,D00026.txt,1
Q03,1,D00964.txt,1
Q03,1,D00097.txt,1
Q03,1,D00376.txt,1
Q03,1,D00071.txt,1
Q03,1,D00320.txt,1
Q03,1,D00076.txt,1
Q03,1,D00951.txt,1
Q03,1,D00441.txt,1
Q04,1,D00533.txt,1
Q04,1,D00104.txt,1
Q04,1,D00002.txt,1
Q04,1,D00001.txt,1
Q04,1,D00353.txt,1
Q04,1,D00622.txt,1
Q04,1,D00110.txt,1
Q04,1,D00444.txt,1
Q04,1,D00019.txt,1
Q04,1,D00398.txt,1
Q05,1,L00097.txt,1
Q05,1,L00469.txt,1
Q05,1,L00256.txt,1
Q05,1,L00136.txt,1
Q05,1,L00177.txt,1
Q05,1,S00427.txt,1
Q05,1,L00165.txt,1
Q05,1,L00291.txt,1
Q05,1,L00152.txt,1
Q05,1,S00512.txt,1
Q06,1,L00140.txt,1
Q06,1,L00166.txt,1
Q06,1,L00192.txt,1
Q06,1,L00349.txt,1
Q06,1,L00283.txt,1
Q06,1,L00272.txt,1
Q06,1,L00220.txt,1
Q06,1,L00499.txt,1
Q06,1,L00217.txt,1
Q06,1,L00133.txt,1
Q07,1,P_399.txt,1
Q07,1,P_68.txt,1
Q07,1,P_738.txt,1
Q07,1,P_1335.txt,1
Q07,1,P_74.txt,1
Q07,1,P_121.txt,1
Q07,1,P_503.txt,1
Q07,1,P_266.txt,1
Q07,1,P_148.txt,1
Q07,1,P_506.txt,1
Q08,1,P_80.txt,1
Q08,1,P_169.txt,1
Q08,1,P_381.txt,1
Q08,1,P_1098.txt,1
Q08,1,P_897.txt,1
Q08,1,P_1550.txt,1
Q08,1,P_1377.txt,1
Q08,1,P_895.txt,1
Q08,1,P_153.txt,1
Q08,1,P01108.txt,1
Q09,1,P_96.txt,1
Q09,1,P_399.txt,1
Q09,1,P_1821.txt,1
Q09,1,P_1223.txt,1
Q09,1,P_786.txt,1
Q09,1,P_1931.txt,1
Q09,1,P_1559.txt,1
Q09,1,P_1562.txt,1
Q09,1,P_1566.txt,1
Q09,1,P_1553.txt,1
Q10,1,P_119.txt,1
Q10,1,P_76.txt,1
Q10,1,P_733.txt,1
Q10,1,P01159.txt,1
Q10,1,P_1946.txt,1
Q10,1,P_1909.txt,1
Q10,1,P_1440.txt,1
Q10,1,P_1387.txt,1
Q10,1,P_1898.txt,1
Q10,1,P_607.txt,1
Q11,1,P_139.txt,1
Q11,1,P_1174.txt,1
Q11,1,P_138.txt,1
Q11,1,P_684.txt,1
Q11,1,P_134.txt,1
Q11,1,P_685.txt,1
Q11,1,P_2.txt,1
Q11,1,P_1168.txt,1
Q11,1,P_1705.txt,1
Q11,1,P_1044.txt,1
Q12,1,P05026.txt,1
Q12,1,P_1984.txt,1
Q12,1,P_498.txt,1
Q12,1,P_864.txt,1
Q12,1,P_1362.txt,1
Q12,1,P_1419.txt,1
Q12,1,P_1414.txt,1
Q12,1,P_945.txt,1
Q12,1,P02174.txt,1
Q12,1,P_3.txt,1
Q13,1,P_963.txt,1
Q13,1,P_1754.txt,1
Q13,1,P_1209.txt,1
Q13,1,P_1124.txt,1
Q13,1,P_962.txt,1
Q13,1,P_1134.txt,1
Q13,1,P_1123.txt,1
Q13,1,P_1174.txt,1
Q13,1,P_1800.txt,1
Q13,1,P_966.txt,1
Q14,1,P_992.txt,1
Q14,1,P_957.txt,1
Q14,1,P_760.txt,1
Q14,1,P_827.txt,1
Q14,1,P_865.txt,1
Q14,1,P_1174.txt,1
Q14,1,P_1006.txt,1
Q14,1,P_956.txt,1
Q14,1,P_1706.txt,1
Q14,1,P_864.txt,1
Q15,1,P_1615.txt,1
Q15,1,P_1307.txt,1
Q15,1,P03017.txt,1
Q15,1,P_736.txt,1
Q15,1,P_742.txt,1
Q15,1,P01177.txt,1
Q15,1,P_1362.txt,1
Q15,1,P_1344.txt,1
Q15,1,P_739.txt,1
Q15,1,P_827.txt,1
Q16,1,P_1094.txt,1
Q16,1,P_653.txt,1
Q16,1,P_663.txt,1
Q16,1,P04023.txt,1
Q16,1,P_327.txt,1
Q16,1,L00017.txt,1
Q16,1,P02141.txt,1
Q16,1,P06040.txt,1
Q16,1,P06031.txt,1
Q16,1,P02088.txt,1
Q17,1,P_962.txt,1
Q17,1,P_1701.txt,1
Q17,1,P_1132.txt,1
Q17,1,P_1709.txt,1
Q17,1,P_957.txt,1
Q17,1,P_1195.txt,1
Q17,1,P_1010.txt,1
Q17,1,P_1174.txt,1
Q17,1,P_951.txt,1
Q17,1,P_1021.txt,1
Q18,1,P02044.txt,1
Q18,1,P03111.txt,1
Q18,1,P_741.txt,1
Q18,1,P02091.txt,1
Q18,1,P_380.txt,1
Q18,1,P01152.txt,1
Q18,1,P_2066.txt,1
Q18,1,P_498.txt,1
Q18,1,P04023.txt,1
Q18,1,P_465.txt,1
Q19,1,R00500.txt,1
Q19,1,L00469.txt,1
Q19,1,C00288.txt,1
Q19,1,R00071.txt,1
Q19,1,L00484.txt,1
Q19,1,L00073.txt,1
Q19,1,S00289.txt,1
Q19,1,L00008.txt,1
Q19,1,D00018.txt,1
Q19,1,R00170.txt,1
Q20,1,R00507.txt,1
Q20,1,C00777.txt,1
Q20,1,R00076.txt,1
Q20,1,S00021.txt,1
Q20,1,C00048.txt,1
Q20,1,T00141.txt,1
Q20,1,S00214.txt,1
Q20,1,S00333.txt,1
Q20,1,D00130.txt,1
Q20,1,L00413.txt,1
